Company ID,Revenue,Employee Count,Credit Rating,Risk,Expenses,Research and Development Spend,Profit,Debt-to-Equity Ratio,Price-to-Earnings Ratio,Market Capitalization
2000,212.87482987728009220518,2247,BBB,0,143.15424498623332,16.545132781202813,69.72058489104674,1.697952511739082,19.39421453880711,1165.8829429987454
4800,353.96266366126513958079,4567,BB,0,259.53456949061973,18.101235536571615,94.42809417064541,0.8312709756801986,8.970978692656171,747.181694243803
1953,339.29011762549549757750,4672,B,0,283.54834491832696,34.72213668445575,55.741772707168536,0.2161614970232247,6.868946168044508,344.24715795067084
1703,224.72645323410378637163,283,BB,0,174.40998044910322,35.337173998983516,50.3164727850006,0.6069271859752775,27.784863420182095,1668.5900487864687
2883,182.83032368434209047336,5942,A,0,118.8605395958593,41.62913029277595,63.9697840884828,0.5920661371207367,7.232147472948395,529.4013908720199
4234,464.53567603145228304129,9770,B,0,408.20794856124934,42.02879829478068,56.327727470202944,1.6744348289289412,28.713717934021897,1310.5171132452433
3121,208.32253121478905200092,420,A,0,165.12353980325767,35.6439840211949,43.19899141153135,1.467693076565931,21.027157098991456,866.6894348863918
499,489.75792306646661700142,1266,A,0,424.2135243134904,18.18408742269947,65.54439875297618,1.7164827269982958,16.116686770967906,1258.525772757198
498,131.09385478599392627075,6814,CCC,0,39.97380592082065,34.08768731786352,91.12004886517327,1.5455343287190464,26.994880187336488,2090.8336701529097
894,258.87341184738193078374,8181,BB,1,223.48815002463388,13.151867328723704,35.38526182274805,0.9589776925417298,17.052028955806833,708.4453442790866
2971,252.20708394795781259745,1921,A,0,153.59489102847226,48.713186892513185,98.61219291948557,0.7024686958208385,7.420301414878579,804.6067600415115
3010,120.73431964789159565044,9564,B,0,97.55742304211184,18.65161658879295,23.176896605779778,1.6436571502691286,22.956050656803008,437.705803825944
1091,477.09270965405028164241,1221,A,0,423.5780714153346,13.546925023890749,53.51463823871569,1.998972227654164,20.02823524825672,986.2137260716669
1551,480.56133688266277204093,9110,A,0,433.8329647157378,39.813806992979046,46.728372166925055,0.4991005483406799,22.54187292461916,1111.0344194185006
4017,454.43444352540655017947,4602,A,1,426.1324668346273,42.87921836959813,28.301976690779274,1.8830862789737497,14.780086042860631,363.50745315512654
4223,459.17411737749478106707,2498,BB,0,396.60467958079215,28.10330303046949,62.56943779670263,0.757644226136017,23.65215807054069,1626.8867875574188
4893,343.92510461924683795587,9541,BBB,0,258.9761686326401,18.81688664704664,84.94893598660671,1.4638765746676932,24.58981643543326,1913.1110682471096
770,428.50292186880511735581,5517,AA,0,335.52626292628304,34.73635743173878,92.97665894252208,0.847551491124908,16.685262506436622,1252.2127439449064
1347,238.37399701878516111719,3817,B,0,196.48068622506855,34.01488552765324,41.89331079371661,0.3904888067251129,13.727602886239524,612.8784084883594
866,323.85613252328715816475,5331,A,0,268.44063636589226,49.29601947774019,55.4154961573949,1.503457901767468,13.474270929788997,754.9297508427022
1423,116.62914362015683877871,9320,CCC,1,91.97011715453482,43.67719804500402,24.659026465622016,1.1383532564059775,20.15863263711529,497.4094005601644
4324,292.51118048769478718896,1657,BB,0,238.21316914757625,30.8529544786188,54.29801134011853,1.358506086352873,19.62302736812074,1203.6022664583406
629,114.67328115623915607557,76,AA,1,50.95517227420904,16.7010517915236,63.7181088820301,0.3094425265703421,28.080984593204693,1848.8050692314785
3144,315.33277730228536483992,8928,BBB,1,265.4176802139834,24.67467360521008,49.91509708830199,0.2860828942274262,20.62633932425916,945.3824218598512
1056,240.28472618068408905856,2870,A,0,180.84610934403693,33.39108169096205,59.43861683664713,1.5543212118150662,28.32390105355196,1376.4895414884743
4159,483.05265850903509772252,5327,BB,0,410.2934538590684,18.96542213257507,72.75920464996675,1.1892961146858918,12.975681709333738,1020.6270559366324
4613,294.46946164195321671286,2690,B,0,202.1968411729298,48.58961610650953,92.27262046902342,1.9956329294361952,10.792024135584114,925.5824892510291
3277,437.33046711515328297537,9999,A,0,376.5516263148383,29.03040093832268,60.778840800314974,1.2594910648614392,9.354192023028034,652.1427116000705
565,240.23502352263881221006,4330,CCC,0,145.78124307764693,24.23849695521141,94.45378044499184,1.0362229026457417,24.959903725074778,2395.573601262548
752,475.93284944539010439257,881,A,0,392.0483823949421,29.42906629901961,83.88446705044794,0.6515652177836652,20.67239199526793,1970.5436123145137
3508,286.00380701057105170548,1008,BB,0,218.3091934583809,32.73980641104443,67.69461355219016,1.1516308679508245,27.14054558647368,2168.3793775278364
883,107.88421510174568140883,9458,B,0,59.184814258314574,44.20383967482833,48.699400843431086,1.6938740529597298,25.30261347160225,1422.0386819505727
2859,114.40752731657056529002,4347,A,0,83.49783891421387,34.08049466381228,30.90968840235668,0.4793534046330586,6.368984652757669,159.90131774694217
3828,292.85283956793676907182,5731,BBB,0,246.53238119495813,47.184807869776655,46.32045837297864,1.0147795435110312,17.8703322545493,886.8042687210058
8,446.47045830997410575947,1922,BBB,0,358.6666476655951,34.29855390871637,87.80381064437891,1.0772203099287316,27.456741240846103,2351.5521456817064
4333,275.94225588553393890834,9055,CCC,0,220.64616770849935,14.25857819207394,55.29608817703459,0.1250092657206053,29.69264524290495,1840.6518571812544
36,423.35893924658449805065,2205,A,1,372.9799468608525,14.00047652495135,50.37899238573192,1.9175410787578844,5.918204722647888,339.5503567010467
2662,452.06269516859401846887,571,B,0,382.3455413560513,11.334909929642812,69.71715381254273,0.5986513272312963,12.15302269559468,820.2121865869962
2715,100.54145028618725632441,5049,AAA,0,74.75133883065746,34.555415493399316,25.7901114555298,1.1722482189589862,17.360805020724708,489.5678342081841
4499,204.53320715415350150579,1269,AAA,1,108.05163031522814,11.670473850626378,96.48157683892536,1.0313854229906936,9.120547074755656,802.4314672914285
2197,284.14330848077054270107,8416,B,1,253.6569195443943,35.30749373683111,30.486388936376244,0.8823526454301169,5.150551009210159,136.183798395191
2798,348.93730584689842544321,5296,A,0,315.77527605547346,23.771126426467056,33.16202979142497,1.4277591043641356,20.323121263068476,597.5649868025408
3755,208.65327250974783623860,7127,CCC,0,112.02644815386762,5.88481654891468,96.62682435588025,0.6077692526349993,24.913551650741145,2259.6432622326015
3714,349.07581637991899015105,2343,B,0,294.94846429556753,5.055929539190555,54.12735208435146,0.8619186575686368,18.61597639044645,1166.2526415503244
3482,329.04289315280897199045,9879,BB,0,289.2082971683444,47.12567093968104,39.83459598446456,0.3629046374459126,13.330105803146475,538.015555655499
3888,354.16574274476391792632,2718,B,1,278.31638881808203,36.75211773029149,75.84935392668189,1.2742423294948737,12.537863380988336,1058.0454025265697
936,208.92293060774758828302,1453,AA,0,130.31391466851568,29.158982018796312,78.60901593923192,1.8845151402676017,19.36445616326428,1502.2067704733226
1374,296.91114257921390162664,628,AAA,0,203.93453687927936,20.70122878293951,92.97660569993457,1.7425061168738736,6.735423964753441,676.534148813684
1016,470.09932696626634651693,7371,BB,1,389.8212785305479,15.714753236243544,80.27804843571846,1.8728787389087227,15.499644961398754,1054.066905643088
1381,165.40954903400910325217,5458,CCC,1,97.36676757749592,17.582580429144727,68.04278145651318,0.2146951026786088,20.23753990976453,1592.2769979201043
1312,457.92666242421103106608,54,AA,0,395.9862847811921,49.33353603548248,61.940377643018905,1.7371485954443917,28.395318962068163,1546.1259399916223
2733,123.13777977886424253029,2631,B,0,103.07461889140674,34.773208768957566,20.063160887457496,1.2649044323156204,18.47480022729902,303.94262294400056
4109,456.15372834210637620345,5141,BBB,0,418.3417895239636,17.43942252653635,37.811938818142835,1.5881478658681285,22.883675532186853,962.9027522577221
29,336.96582754481698884774,9073,B,0,258.87903942610893,22.777043853635053,78.08678811870804,0.5080428599286969,25.72156432918879,1875.1485254076208
3931,475.41191338925216314237,8956,CCC,0,423.9143798170091,29.478633610896747,51.49753357224301,1.0107693495100831,24.90999971926615,1337.9300070254967
927,207.47094375397838916797,486,A,0,125.32523437475594,17.917547275362008,82.14570937922248,0.7537895516564994,16.68850655667173,1309.4033299961502
2190,365.99396139039811259863,4958,BB,1,297.5882611153786,10.026775500483716,68.40570027501951,1.1308833864753287,17.47310245898218,1037.7323878519123
1492,249.30071665173599626542,5133,CCC,0,205.38662464386937,16.710080946590676,43.91409200786666,1.322904197427279,24.697407826118077,977.3016052715705
3210,344.21870200616979218466,4912,A,0,311.60581986241715,21.3897670136726,32.61288214375264,1.807542976192107,22.5200620325486,633.3749568041983
1954,394.26524569567601474773,4182,BBB,0,373.697523096085,5.004960431082011,20.567722599590976,1.0918919907253912,6.077105403921608,145.15439261179617
4048,325.69272667381443397971,3061,AA,0,259.9871254391662,22.41555814753802,65.70560123464821,0.3617924892826839,23.79724479104944,1635.8004593449084
706,495.98409295597809887113,3173,A,0,454.729247766677,15.4881425162683,41.25484518930108,1.184223946835585,22.869233962481488,1109.6954880182775
219,359.85315961888585434281,3082,BB,1,321.586659429397,11.669859941158249,38.266500189488845,0.780479046163217,10.859289660095143,426.85645456768947
3258,182.50084553446103541319,6173,A,0,84.01848640525495,10.95141164702236,98.48235912920607,1.5765905256359996,8.06852366147457,908.4040948343123
1028,437.81975941402816943082,6591,BB,1,407.5075526081483,36.82427659101433,30.312206805879892,0.8290721319669634,11.030578127734916,369.07750966594085
1398,199.48570903505196838523,8676,BBB,0,153.12327593313222,23.23961184544868,46.362433101919756,1.9784474543366235,21.261976631954273,902.3922329384403
85,224.39292868626489507733,6936,AA,0,188.79626696637445,32.68901332523477,35.59666171989045,1.1788695736592094,27.080130046836555,1018.2665754691932
2943,218.62396488237229164042,3409,A,0,126.52322825864722,44.01957879220419,92.10073662372508,1.356262709490682,23.549167632857326,2396.98449286596
1899,242.15382747429575260867,4818,BB,0,196.5490623396092,20.32214389378404,45.6047651346866,0.7071432194689724,20.72643996399084,869.1484313685725
177,376.37509524098629754008,1856,BBB,0,285.5559849443811,22.989989645324904,90.81911029660525,1.4393041270141125,9.65913077326293,857.2684924682716
4755,444.57827440852969402840,8082,BBB,0,406.84648923912494,48.61824630644097,37.73178516940476,1.649530631096114,10.536186047753894,384.1472623407709
4027,258.79686488298966651200,4376,BBB,0,193.6527797094033,33.615518873707344,65.1440851735864,0.988774903473466,24.730489785689866,1895.34976028823
3353,463.13540555341370463793,7978,BB,1,374.9402947020638,16.480236408789114,88.19511085134985,1.0304110801056747,18.838224052903335,1788.4113407472018
3839,473.49976920058799123581,7134,BB,0,379.8840103146461,20.298015420719093,93.61575888594193,1.2887717268573222,12.393097623791869,1272.7310556446305
1532,344.13351332436735674492,4747,BB,0,252.00301496545853,10.127552615623056,92.13049835890881,0.4949873049999743,13.630177520883308,1383.6958819718177
1964,253.53318077321759460574,8540,B,0,182.1643619711759,28.050283641448974,71.36881880204169,1.9873982516759687,8.105082349094346,510.02264763879407
648,371.64092765779582805408,2074,BB,1,292.82264620966816,43.2969101863656,78.81828144812766,1.1277476452458677,13.417914932002375,1016.0607131235636
2795,274.79835426624833871756,1409,BB,1,196.62785851569413,8.32710395825139,78.17049575055422,0.8143260941065724,18.236621299286668,1518.1468597610592
3847,488.46036294731430871252,2916,BBB,0,393.81130525382207,38.59993277450683,94.64905769349225,0.8234890957250083,21.48228681970535,2114.132900825231
3878,451.73208627138961901437,1291,CCC,0,405.09147562721006,28.456980735309973,46.64061064417956,1.1870617196141715,26.899683292685257,1363.2037956633253
1649,412.81123506815441714934,6306,A,1,337.9542135621799,28.971648817327015,74.85702150597443,0.1541851384314558,27.656880989733832,1821.5844927178368
3531,211.34739266506264243617,8998,BBB,0,118.58295839008645,36.14838297710527,92.7644342749762,0.6041157331228675,21.72738612138143,1843.7104227785644
1768,290.40725174750662063161,5430,A,0,251.8240794197904,36.36246316278665,38.583172327716234,1.60591560406378,26.63542588240301,898.7055597000501
2337,282.49460358221682554358,492,A,0,258.51212346037335,42.88519787003027,23.98248012184348,0.6877208710119425,6.076685657652429,124.56565587610602
3155,277.01820592589825764662,3806,AA,0,193.4123754314051,37.79009967931837,83.60583049449312,1.6817583600614732,18.07014874180783,1263.199425300866
4850,143.47301574987682215578,3937,BB,0,83.1711402519061,28.206858525558687,60.30187549797073,0.1265635044950725,12.77486755029884,872.4891510517903
759,457.55703322038306168906,6705,CCC,0,402.5358288213328,22.401164210250005,55.021204399050305,0.5544359102290147,12.312692375726588,745.0430406995754
4900,464.33050587452606805527,9974,B,0,441.0028293740085,31.302376879040025,23.327676500517555,0.592092539269302,17.675669686116,392.0622263275317
1197,489.39558767095877556130,6191,AAA,0,449.9201783297259,48.31887483260966,39.47540934123288,1.0823279753847603,14.540230449568131,481.8567569487233
1914,247.32381220273933308818,4673,B,1,210.09506957437063,22.014873700951423,37.22874262836868,0.8242325018338421,20.670090756136823,660.3409654637284
2369,237.26694126906329529447,6729,AA,1,202.1407289667954,32.72655318835637,35.1262123022679,1.45797218343791,20.185719023028767,815.6949241188632
1982,421.05732391828416893986,2149,BBB,0,358.1287231771822,13.734669522519864,62.928600741101945,0.8255563292455507,17.707160993123107,1135.073671369733
3502,421.05612494117184496645,2650,A,1,376.310186992514,37.834169378954854,44.745937948657854,0.774947482927955,5.511961528109984,257.68769399921973
3632,160.81942696979672291491,7240,BBB,0,123.09994306102551,36.777530430028605,37.7194839087712,0.3978619309365042,16.36259002456505,508.6085410898702
2411,375.30969431209490494439,5494,A,1,321.37488985241674,15.00993301073462,53.934804459678105,0.2300610219094811,27.80941534326795,1533.3043739934387
2787,484.25079020527988404865,6487,AA,0,436.89603071930173,12.873453795083597,47.35475948597815,1.7158593193882912,25.708156152318644,1299.060498133911
4933,484.62029285502649145201,6823,A,0,446.42443252984253,23.548750207389244,38.19586032518396,0.3665095071073142,20.334254244046075,916.7986803276208
1558,264.41138792268191082258,7284,A,0,240.17651307717645,26.531707808879215,24.234874845505455,0.613004714130271,27.628553741144177,595.7303895647678
420,400.94981177507202119159,7754,BB,0,355.2911251901463,45.69198388186408,45.6586865849257,0.8419798256003485,12.982508008168928,591.4799332918657
501,379.26468560789805906097,3861,AA,0,317.7648578387213,6.887104951949094,61.49982776917676,0.8734747167002374,17.38847532135503,1207.1987343299731
801,382.89545372535945944037,6217,A,1,338.94160374111095,15.968149791251443,43.95384998424851,1.7374734485667451,24.900928871589056,905.2036777113418
4979,100.37736610705243833763,2298,CCC,0,4.3284241276212185,34.41012540161448,96.04894197943122,0.7342798950339368,15.527128358465497,1198.8666104455897
864,276.30509877529124196371,7279,BBB,0,222.4901692026972,38.31478181399114,53.814929572594046,1.4985026275173,26.78630161547108,1482.5204451352429
2004,199.81847993980244382328,8757,BBB,1,118.47701143273558,49.053459490337275,81.34146850706686,0.9255551180666785,26.15580220312168,1899.1035606325256
4167,196.11964938014671133715,815,BBB,0,107.80377233898322,7.789997225214861,88.3158770411635,1.3755346590957105,13.542458512255571,1344.30690917617
1285,230.58452329759674626075,4039,BB,0,193.98360366680643,47.08160178126665,36.60091963079032,0.2455468709960489,29.238164015997164,1094.3213647143511
2839,404.40316939815681962500,3647,AAA,0,353.75761982003627,33.34298795957758,50.64554957812055,1.6771242071719807,26.44417732166021,1578.902225412329
1654,244.05456298860764263736,1689,CCC,0,209.78804199435035,23.783692789690026,34.26652099425729,1.2192142916980533,18.27670049555908,640.1866991297268
2440,161.65801727139484000872,4213,BBB,1,131.4653715357605,44.04110138573156,30.19264573563433,0.2844028488684176,23.453657111684745,603.1927946390041
111,215.90058116550719091720,496,A,0,118.29462463217068,8.907638919800517,97.60595653333657,0.9981431074089492,24.6023675144962,2273.545258455394
2389,382.23434505752982204285,3169,AA,0,339.33362222687515,36.90617858150002,42.90072283065467,1.4158970208541206,17.95895665754834,824.5500369004162
721,475.33618272841511043225,8967,CCC,0,446.9633475006966,36.42211543764688,28.372835227718497,1.5032630464200107,18.00980564982406,604.6095341294072
14,184.93564427131045135866,294,AAA,0,114.10977653464477,47.42353640752848,70.82586773666569,1.6175386903010138,15.26332316139692,1108.0771612625658
1005,422.62445914457987328205,7161,BBB,0,390.0481484600235,9.897904527239575,32.57631068455635,0.93292370456777,21.72382693643259,793.153802393503
2516,470.55304269203469402783,9472,BBB,0,384.9069275453267,6.401679559112288,85.64611514670798,0.7167727603918069,9.355037716912072,915.0647169005789
2504,482.41885744477326625201,984,AA,0,452.0362201869644,5.975600525013279,30.38263725780888,1.6496152629799603,26.299680454619267,732.8770414012771
2441,321.48459414320444693658,3367,A,0,250.34356348869545,35.85930987920253,71.14103065450902,0.922054204612362,22.33024444954521,1786.2453094548607
3309,247.82967977070927645400,7854,AAA,1,194.35371999667265,12.172925330259387,53.475959774036646,0.4632477742849008,23.888693146034,1153.656513563966
1644,349.43427520110390105401,918,BB,0,257.85446953459984,32.17995180479487,91.57980566650403,1.2815780067643727,29.52041456238259,2234.434464507408
1623,324.91872635116391165866,1958,AA,1,266.11289361974826,7.179032589205001,58.80583273141565,1.2146217236467052,8.122597633105073,481.0292511633754
3085,380.45583776698947531258,8643,BB,0,305.8102717517795,21.951376668207978,74.64556601520995,1.4698969980853172,27.98487103021696,1956.365714995503
1715,123.26551820219032151726,7334,BB,0,34.70319593574409,20.67743800018461,88.56232226644623,0.5759527069222852,8.419583598012984,743.1875544081606
2348,244.76799633514599463524,2618,AAA,0,187.10519657412945,27.421902468275807,57.662799761016565,0.9177459742305432,7.358102416294305,501.57167858792127
3817,243.68349879307612582124,411,A,0,176.78891046600882,28.349011390089668,66.89458832706731,1.919233959954808,20.23537759145248,1594.9063165325194
4033,132.49185392266909389036,6033,BB,1,83.37990140304247,45.28176800406261,49.1119525196266,0.5555815038036902,15.30123064723465,722.4734925560062
3153,382.18433211339453237088,2969,BB,0,353.93259124312567,9.996167669526004,28.25174087026886,0.98939388445425,11.96462932117664,300.5425512638026
1020,113.57839143431954198604,7386,BB,1,86.42054160948857,41.36757399106426,27.157849824830972,1.8703982317972307,24.982095191691247,669.5669945442045
4124,460.10564448082817534669,3809,CCC,0,368.50030664593106,13.445628544443986,91.60533783489711,1.3543571952459308,23.476009687461385,2405.4545031451635
4860,454.98757608515296624319,6035,AAA,0,422.5922332581181,22.281106188933048,32.39534282703488,1.4191033671189657,11.395575626201047,319.0310349626004
1269,340.00821924772151305660,6246,CCC,1,295.7629583537134,26.326163768090964,44.24526089400815,1.795771696278888,27.46681888909095,975.6764055349779
3351,185.96505481455832864413,9636,BBB,0,99.56244012431236,46.31938704089484,86.40261469024595,1.3763681800882364,11.12830412086284,1147.6245786547288
4766,496.85425579143310415020,7852,BB,0,459.6897340850329,22.20957882412297,37.164521706400194,1.9124213989118424,14.461794120341334,569.0966896101079
2087,142.18947998265224441639,2477,BBB,1,69.86994226903238,15.73567357755619,72.31953771361985,0.4655809719855646,6.992618486136477,532.339463164656
724,396.44825971602369918401,7475,A,0,365.1375753787164,35.45984825404598,31.31068433730724,1.0114303088137369,13.115618099461113,415.80989340955944
3754,376.42232509570470710969,178,AA,1,342.5365535635895,18.224197119929496,33.8857715321152,0.6403986154172039,12.629845860998817,373.61916545116736
1777,375.25388243461685533475,450,BBB,0,296.3103169378011,35.426735529006415,78.9435654968158,0.6682524021452814,18.40824563215265,1542.6591243474008
588,151.55188876425970079254,2763,BBB,0,94.02989358682902,17.388056109506188,57.52199517743068,1.5400817052517153,18.268979429645626,1013.4674973807709
4809,198.78446679675704444890,5889,AA,1,99.87389306644565,19.454060691187927,98.91057373031136,0.3843872605838526,9.451635958118302,1040.976947351438
1077,253.73065886387263390134,3256,BB,1,207.87904148151927,47.58336141972986,45.85161738235338,1.9712452866552008,6.246171852861358,234.26781061121727
572,413.46120509645720630942,2253,A,1,388.2390644911401,26.70422469738448,25.22214060531712,0.7322510591377906,9.598692654015538,234.45125257915444
145,213.93619775098704849370,3504,AA,1,161.42287482506555,47.87359704466423,52.51332292592149,1.17353376092161,9.25536587205012,526.1936047592009
465,484.86901938981674220486,64,AAA,1,443.5254554351103,47.373391377501,41.34356395470644,0.9240829775023576,21.63835000425035,929.2588083529224
605,148.25434844024033509413,6522,BBB,0,125.07057825338812,10.42560576298018,23.1837701868522,1.970074556333452,16.767280441011145,410.5315886178592
2639,480.30908309253521792925,2907,BB,1,455.802420868596,7.317440687211843,24.5066622239392,0.4331111889193383,14.472039235048884,375.0789983244959
2479,149.92832558673933363025,9518,A,0,60.20417707007951,40.54877201145251,89.72414851665982,0.4058154261677853,27.96911359235565,2963.7402514368127
1102,487.64105205632455408704,7827,BB,1,409.8263660983656,37.632161808492334,77.81468595795894,0.5701886860525411,16.470057883957303,1281.039786018422
3837,473.02195136772479600040,1262,AA,1,412.7764855571626,38.80315226746213,60.24546581056222,1.4191265224513143,8.113884709987232,453.3422390864473
1847,148.60055052036722145203,5108,A,0,95.29775623681884,20.545779787847543,53.30279428354837,0.54228140043121,8.687099368431687,442.4516110156852
1432,306.23841143170011491748,3393,AA,0,210.93609711915627,28.24000459660868,95.30231431254384,1.7217454331208015,13.47107378957552,1393.4159094163476
4564,119.68836581630463911097,5793,B,0,56.96614738552722,23.778766356778775,62.72221843077742,0.8165224219261923,16.527579630013012,1042.5083712898452
4147,141.37364594419335617204,567,AA,0,92.96310482213605,28.235937319992317,48.41054112205731,1.2828991314204676,16.926929288980336,683.6516204646591
2057,284.91822440024287743654,4621,CCC,0,200.7057248680653,46.69986017275114,84.2124995321776,0.5368578107365651,5.3896896193840975,519.5336962064706
2510,457.23608207816590720540,8618,AAA,1,362.80019403456345,25.524404977637264,94.43588804360253,1.8155460491428024,8.465526584187243,931.0026997301561
1853,444.54799854537441206048,421,BB,0,351.87518996388883,40.035796968106055,92.67280858148558,0.3739599814216907,21.320709955550047,2157.851793177335
868,172.77125219810844214408,994,BB,0,134.12973504636165,10.060280295508994,38.6415171517468,1.849956080502224,19.4907131895786,840.6703869650376
2799,492.47113470491780162774,7017,A,1,453.7846999671291,34.92434540699061,38.68643473778872,1.9140773496079089,12.58338455987468,535.2723214516024
1773,456.83387557609376017353,7173,A,0,385.9454248046043,38.88414832892885,70.88845077148949,1.1654120724292925,12.046273962987245,1006.823541520264
4117,466.90722663107226253487,9897,AA,1,398.68262404973154,11.406850951667735,68.22460258134072,1.8570051738789808,11.791028268604352,833.5903487916275
500,494.48429779184112931034,2341,A,1,423.9465043257144,27.247851624841807,70.53779346612673,0.5883118412226211,28.28944132546441,1959.2173592104057
427,276.61220054935080270297,4920,A,0,177.94493907621268,15.388409882094043,98.66726147313811,1.167415920058062,8.09229580168448,707.2968389948105
425,123.02350400665771701370,6615,BB,1,67.44648185799085,22.959587271686708,55.57702214866687,0.5044164648238361,26.66642310072266,1612.5707590608215
1992,163.56326706774143531220,7600,A,0,124.3062602146609,29.13367009634296,39.25700685308055,1.852179475287802,14.661410350014345,500.4438394393742
